crisis_nm,date_month,date_year,glide,url
Colombia: Floods and Landslides ,Mar,2013,FL-2013-000030-COL,https://api.reliefweb.int/v1/disasters/12203
Namibia: Floods ,Mar,2013,FL-2013-000028-NAM,https://api.reliefweb.int/v1/disasters/12197
Central African Republic: Severe Local Storm ,Mar,2013,ST-2013-000027-CAF,https://api.reliefweb.int/v1/disasters/12233
FYR Macedonia: Floods ,Feb,2013,FL-2013-000024-MKD,https://api.reliefweb.int/v1/disasters/12170
Tropical Cyclone Haruna ,Feb,2013,TC-2013-000022-MDG,https://api.reliefweb.int/v1/disasters/12078
Tropical Depression Shanshan ,Feb,2013,TC-2013-000026-PHL,https://api.reliefweb.int/v1/disasters/12125
Afghanistan: Floods and Landslides ,Feb,2013,FL-2013-000045-AFG,https://api.reliefweb.int/v1/disasters/12420
Colombia: Earthquake ,Feb,2013,EQ-2013-000021-COL,https://api.reliefweb.int/v1/disasters/12044
Peru: Floods and Landslides ,Feb,2013,FL-2013-000019-PER,https://api.reliefweb.int/v1/disasters/12026
Papua New Guinea: Floods and Landslides ,Jan,2013,FL-2013-000017-PNG,https://api.reliefweb.int/v1/disasters/11988
Tajikistan: Cold Wave ,Jan,2013,CW-2013-000018-TJK,https://api.reliefweb.int/v1/disasters/11971
Solomon Islands: Earthquake and Tsunami ,Feb,2013,TS-2013-000015-SLB,https://api.reliefweb.int/v1/disasters/11959
Ghana: Cholera Outbreak ,Jan,2013,EP-2013-000009-GHA,https://api.reliefweb.int/v1/disasters/12095
Bolivia: Floods and Landslides ,Feb,2013,FL-2013-000020-BOL,https://api.reliefweb.int/v1/disasters/12038
Botswana: Floods ,Jan,2013,FL-2013-000013-BWA,https://api.reliefweb.int/v1/disasters/11907
Tropical Cyclone Felleng ,Jan,2013,FL-2013-000012-SYC,https://api.reliefweb.int/v1/disasters/11906
Belarus: Cold Wave ,Jan,2013,CW-2013-000010-BLR,https://api.reliefweb.int/v1/disasters/11900
Mozambique: Floods ,Jan,2013,FL-2013-000008-MOZ,https://api.reliefweb.int/v1/disasters/11860
Zimbabwe: Floods ,Jan,2013,FL-2013-000011-ZWE,https://api.reliefweb.int/v1/disasters/11880
Indonesia: Floods ,Jan,2013,FL-2013-000006-IDN,https://api.reliefweb.int/v1/disasters/11834
Zambia: Floods ,Jan,2013,FL-2013-000023-ZMB,https://api.reliefweb.int/v1/disasters/12091
Kenya: Floods ,Jan,2013,FL-2013-000004-KEN,https://api.reliefweb.int/v1/disasters/11806
India: Cold Wave ,Jan,2013,CW-2012-000207-IND,https://api.reliefweb.int/v1/disasters/11783
Malawi: Floods ,Jan,2013,FL-2012-000210-MWI,https://api.reliefweb.int/v1/disasters/11966
occupied Palestinian territory: Floods ,Jan,2013,FL-2013-000002-PSE,https://api.reliefweb.int/v1/disasters/11777
Benin: Wild Fires ,Jan,2013,FR-2013-000007-BEN,https://api.reliefweb.int/v1/disasters/11902
Sierra Leone: Wild Fires ,Jan,2013,FR-2013-000003-SLE,https://api.reliefweb.int/v1/disasters/11901
DR Congo: Cholera and Measles Outbreaks ,Jan,2013,EP-2013-000175-COD,https://api.reliefweb.int/v1/disasters/14127
Kazakhstan: Cold Wave ,Dec,2012,CW-2012-000204-KAZ ,https://api.reliefweb.int/v1/disasters/11809
Bangladesh: Cold Wave ,Dec,2012,CW-2013-000001-BGD,https://api.reliefweb.int/v1/disasters/11745
Tropical Storm Wukong ,Dec,2012,TC-2012-000206-PHL,https://api.reliefweb.int/v1/disasters/11732
Kyrgyzstan: Cold Wave ,Dec,2012,CW-2012-000209-KGZ,https://api.reliefweb.int/v1/disasters/11757
Sri Lanka: Floods and Landslides ,Dec,2012,FL-2012-000205-LKA,https://api.reliefweb.int/v1/disasters/11728
Tropical Cyclone Evan ,Dec,2012,TC-2012-000201-WSM,https://api.reliefweb.int/v1/disasters/11693
Typhoon Bopha ,Dec,2012,TC-2012-000197-PHL,https://api.reliefweb.int/v1/disasters/11641
Moldova: Drought ,Nov,2012,DR-2012-000199-MDA ,https://api.reliefweb.int/v1/disasters/11627
Panama: Floods and Landslides ,Nov,2012,FL-2012-000198-PAN,https://api.reliefweb.int/v1/disasters/11614
Congo: Floods ,Nov,2012,FF-2012-000196-COG,https://api.reliefweb.int/v1/disasters/11621
Myanmar: Earthquake ,Nov,2012,EQ-2012-000190-MMR,https://api.reliefweb.int/v1/disasters/11540
Haiti: Floods ,Nov,2012,FL-2012-000191-HTI,https://api.reliefweb.int/v1/disasters/11546
Guatemala: Earthquake ,Nov,2012,EQ-2012-000188-GTM,https://api.reliefweb.int/v1/disasters/11521
Sri Lanka: Drought ,Nov,2012,DR-2012-000177-LKA,https://api.reliefweb.int/v1/disasters/11501
Sudan: Yellow Fever Outbreak ,Oct,2012,EP-2012-000184-SDN,https://api.reliefweb.int/v1/disasters/11495
Typhoon Son,Oct,2012,TC-2012-000181-VNM,https://api.reliefweb.int/v1/disasters/11478
Hurricane Sandy ,Oct,2012,TC-2012-000180-HTI,https://api.reliefweb.int/v1/disasters/11476
Benin: Cholera Epidemic ,Oct,2012,EP-2012-000186-BEN,https://api.reliefweb.int/v1/disasters/11535
Colombia: Floods and Landslides ,Oct,2012,FL-2012-000183-COL,https://api.reliefweb.int/v1/disasters/11493
Uganda: Marburg Fever Outbreak ,Oct,2012,EP-2012-000182-UGA,https://api.reliefweb.int/v1/disasters/11488
Burundi: Cholera Outbreak ,Oct,2012,EP-2012-000187-BDI,https://api.reliefweb.int/v1/disasters/11648
DR Congo: Floods ,Oct,2012,FL-2012-000192-COD,https://api.reliefweb.int/v1/disasters/11547
Benin: Floods ,Oct,2012,FL-2012-000174-BEN,https://api.reliefweb.int/v1/disasters/11400
Somalia: Floods ,Sep,2012,FL-2012-000173-SOM,https://api.reliefweb.int/v1/disasters/11365
Paraguay: Severe Local Storm ,Sep,2012,ST-2012-000170-PRY,https://api.reliefweb.int/v1/disasters/11338
Ecuador: Wild Fires ,Sep,2012,FR-2012-000167-ECU,https://api.reliefweb.int/v1/disasters/11303
Gambia: Floods ,Sep,2012,FL-2012-000175-GMB,https://api.reliefweb.int/v1/disasters/11381
China: Earthquakes in Yunnan and Guizhou Provinces ,Sep,2012, EQ-2012-000162-CHN,https://api.reliefweb.int/v1/disasters/11208
Central African Republic: Floods ,Aug,2012,FL-2012-000164-CAF,https://api.reliefweb.int/v1/disasters/11460
Mali: Floods ,Aug,2012,FL-2012-000172-MLI,https://api.reliefweb.int/v1/disasters/11357
Typhoon Bolaven ,Aug,2012,TC-2012-000159-PRK,https://api.reliefweb.int/v1/disasters/11191
Senegal: Floods ,Aug,2012,FL-2012-000169-SEN,https://api.reliefweb.int/v1/disasters/11302
Tropical Storm Isaac ,Aug,2012,TC-2012-000152-HTI,https://api.reliefweb.int/v1/disasters/11141
Guatemala: Food Insecurity 2012,,2013,DR-2012-000178-GTM,https://api.reliefweb.int/v1/disasters/11438
Indonesia: Earthquake ,Aug,2012,EQ-2012-000144-IDN,https://api.reliefweb.int/v1/disasters/11107
DR Congo: Ebola Outbreak ,Aug,2012,EP-2012-000143-COD,https://api.reliefweb.int/v1/disasters/11105
Cameroon: Floods ,Aug,2012,FL-2012-000157-CMR,https://api.reliefweb.int/v1/disasters/11201
Tropical Storm Kai,Aug,2012,TC-2012-000142-PHL,https://api.reliefweb.int/v1/disasters/11097
Malawi: Food Insecurity ,,2014,OT-2012-000156-MWI,https://api.reliefweb.int/v1/disasters/11163
Iran: Earthquake ,Aug,2012,EQ-2012-000136-IRN,https://api.reliefweb.int/v1/disasters/11060
Lesotho: Food Insecurity ,,2013,OT-2012-000155-LSO,https://api.reliefweb.int/v1/disasters/11158
Typhoon Haikui ,Aug,2012,TC-2012-000134-CHN,https://api.reliefweb.int/v1/disasters/11042
Tropical Storm Ernesto ,Aug,2012,TC-2012-000137-MEX,https://api.reliefweb.int/v1/disasters/11074
Chad: Floods ,Aug,2012,FL-2012-000151-TCD,https://api.reliefweb.int/v1/disasters/11135
Myanmar: Floods ,Aug,2012,FL-2012-000140-MMR,https://api.reliefweb.int/v1/disasters/11085
Pakistan: Floods ,Aug,2012,FF-2012-000148-PAK,https://api.reliefweb.int/v1/disasters/11134
Typhoon Damrey ,Aug,2012,TC-2012-000127-CHN,https://api.reliefweb.int/v1/disasters/11009
Niger: Floods ,Jul,2012,FL-2012-000141-NER,https://api.reliefweb.int/v1/disasters/11092
Typhoon Saola ,Jul,2012,TC-2012-000125-PHL,https://api.reliefweb.int/v1/disasters/10979
Uganda: Ebola Outbreak ,Jul,2012,EP-2012-000124-UGA,https://api.reliefweb.int/v1/disasters/10971
Central America: Floods and Landslides ,Jul,2012,FL-2012-000126-PAN,https://api.reliefweb.int/v1/disasters/10993
Typhoon Vicente ,Jul,2012,TC-2012-000122-CHN,https://api.reliefweb.int/v1/disasters/10961
Nigeria: Floods ,Jul,2012,FL-2012-000138-NGA,https://api.reliefweb.int/v1/disasters/11081
Georgia: Flash Floods and Hailstorms ,Jul,2012,FF-2012-000120-GEO,https://api.reliefweb.int/v1/disasters/10935
Nepal: Floods and Landslides ,Jul,2012,FL-2012-000132-NPL,https://api.reliefweb.int/v1/disasters/11035
DPR Korea: Floods ,Jul,2012,FL-2012-000123-PRK,https://api.reliefweb.int/v1/disasters/10968
Afghanistan: Flash Floods ,Jul,2012,FF-2012-000118-AFG,https://api.reliefweb.int/v1/disasters/10897
Russian Federation: Flash Floods ,Jul,2012,FF-2012-000115-RUS,https://api.reliefweb.int/v1/disasters/10852
Burkina Faso: Floods ,Jun,2012,FL-2012-000200-BFA,https://api.reliefweb.int/v1/disasters/11653
China: Earthquake in Xinjiang Region ,Jun,2012,EQ-2012-000112-CHN,https://api.reliefweb.int/v1/disasters/10813
Bangladesh: Floods and Landslides ,Jun,2012,FL-2012-000106-BGD,https://api.reliefweb.int/v1/disasters/10796
South Sudan: Floods ,Jun,2012,FL-2012-000128-SSD,https://api.reliefweb.int/v1/disasters/11017
Peru: Cold Wave ,Jun,2012,CW-2012-000113-PER,https://api.reliefweb.int/v1/disasters/10990
Sudan: Floods ,Jun,2012,FL-2012-000129-SDN,https://api.reliefweb.int/v1/disasters/11018
Uganda: Landslides ,Jun,2012,LS-2012-000105-UGA,https://api.reliefweb.int/v1/disasters/10792
Niger: Cholera Outbreak ,Jun,2012,EP-2012-000116-NER,https://api.reliefweb.int/v1/disasters/10861
China: Earthquake in Yunnan and Sichuan Provinces ,Jun,2012,EQ-2012-000103-CHN,https://api.reliefweb.int/v1/disasters/10787
India: Floods ,Jun,2012,FL-2012-000110-IND,https://api.reliefweb.int/v1/disasters/10805
Gabon: Floods ,Jun,2012,FF-2012-000101-GAB,https://api.reliefweb.int/v1/disasters/10759
Mexico: Hurricane Carlotta ,Jun,2012,TC-2012-000104-MEX,https://api.reliefweb.int/v1/disasters/10789
Philippines: Floods and Landslides ,Jun,2012,FF-2012-000102-PHL,https://api.reliefweb.int/v1/disasters/10758
Afghanistan: Earthquakes ,Jun,2012,EQ-2012-000099-AFG,https://api.reliefweb.int/v1/disasters/10723
"Guatemala: Floods, Landslides and Strong Winds ",Jun,2012,FL-2012-000098-GTM,https://api.reliefweb.int/v1/disasters/10708
Indonesia: Floods and Landslides ,Jun,2012,FL-2012-000153-IDN,https://api.reliefweb.int/v1/disasters/11169
Solomon Islands: Flash Floods and Landslides ,une,2012,FF-2012-000107-SLB,https://api.reliefweb.int/v1/disasters/10797
Pakistan: Measles Outbreak ,Dec,2013,EP-2012-000211-PAK,https://api.reliefweb.int/v1/disasters/12698
Cuba: Floods ,May,2012,FL-2012-000089-CUB,https://api.reliefweb.int/v1/disasters/10649
Azerbaijan: Earthquake ,May,2012,EQ-2012-000085-AZE,https://api.reliefweb.int/v1/disasters/10626
Honduras: Floods and Landslides ,May,2012,FL-2012-000083-HND,https://api.reliefweb.int/v1/disasters/10621
Ethiopia: Floods ,May,2012,FF-2012-000081-ETH,https://api.reliefweb.int/v1/disasters/10607
Venezuela: Floods ,May,2012,FL-2012-000075-VEN,https://api.reliefweb.int/v1/disasters/10572
Tajikistan: Earthquake ,May,2012,EQ-2012-000082-TJK,https://api.reliefweb.int/v1/disasters/10619
Brazil: Drought ,May,2012,DR-2012-000074-BRA,https://api.reliefweb.int/v1/disasters/10569
Georgia: Flash Floods and Landslides ,May,2012,FF-2012-000079-GEO,https://api.reliefweb.int/v1/disasters/10583
China: Floods and Hailstorms ,May,2012,ST-2012-000077-CHN,https://api.reliefweb.int/v1/disasters/10587
Nepal: Flash Floods ,May,2012,FL-2012-000071-NPL,https://api.reliefweb.int/v1/disasters/10539
Central African Republic: Severe Local Storm ,May,2012,ST-2012-000091-CAF,https://api.reliefweb.int/v1/disasters/10667
Kyrgyzstan: Floods and Mudflows ,Apr,2012,FL-2012-000043-KGZ,https://api.reliefweb.int/v1/disasters/10525
Comoros: Floods ,Apr,2012,FL-2012-000066-COM,https://api.reliefweb.int/v1/disasters/10483
Dominican Republic: Floods ,Apr,2012,FL-2012-000068-DOM,https://api.reliefweb.int/v1/disasters/10506
Viet Nam: Severe Local Storms and Floods ,Apr,2012,ST-2012-000061-VNM,https://api.reliefweb.int/v1/disasters/10454
Angola: Drought ,,2014,DR-2012-000092-AGO,https://api.reliefweb.int/v1/disasters/10666
DR Congo: Severe Local Storm ,Apr,2012,ST-2012-000064-COD,https://api.reliefweb.int/v1/disasters/10467
Rwanda: Floods ,Apr,2012,FL-2012-000067-RWA,https://api.reliefweb.int/v1/disasters/10504
Ghana: Cholera Outbreak ,Apr,2012,EP-2012-000069-GHA,https://api.reliefweb.int/v1/disasters/10651
Russian Federation: Floods ,ril,2012,FL-2012-000063-RUS,https://api.reliefweb.int/v1/disasters/10475
Paraguay: Floods ,Apr,2012,FL-2012-000056-PRY,https://api.reliefweb.int/v1/disasters/10412
Kenya: Floods ,Apr,2012,FF-2012-000062-KEN,https://api.reliefweb.int/v1/disasters/10461
Argentina: Severe Local Storm ,Apr,2012,ST-2012-000052-ARG,https://api.reliefweb.int/v1/disasters/10370
Sri Lanka: Severe Local Storm ,Mar,2012,ST-2012-000047-LKA,https://api.reliefweb.int/v1/disasters/10344
Fiji: Floods ,Mar,2012,TC-2012-000044-FJI,https://api.reliefweb.int/v1/disasters/10325
Haiti: Floods and Landslides ,Mar,2012,FL-2012-000054-HTI,https://api.reliefweb.int/v1/disasters/10375
Colombia: Floods and Landslides ,Mar,2012,FL-2012-000042-COL,https://api.reliefweb.int/v1/disasters/10293
Brazil: Dengue Outbreak ,Apr,2012,EP-2012-000065-BRA,https://api.reliefweb.int/v1/disasters/10471
Tropical Storm Irina ,Mar,2012,TC-2012-000036-MDG,https://api.reliefweb.int/v1/disasters/10180
Congo: Munitions Depot Explosion ,Mar,2012,AC-2012-000035-COG,https://api.reliefweb.int/v1/disasters/10177
Yemen: Measles Outbreak ,Mar,2012,EP-2012-000057-YEM,https://api.reliefweb.int/v1/disasters/10426
occupied Palestinian territory: Floods ,Feb,2012,FL-2012-000037-PSE,https://api.reliefweb.int/v1/disasters/10212
Kazakhstan: Floods ,Feb,2012,FL-2012-000030-KAZ,https://api.reliefweb.int/v1/disasters/10144
Afghanistan: Measles Outbreak ,Feb,2012,EP-2012-000058-AFG,https://api.reliefweb.int/v1/disasters/10427
Central African Republic: Severe Local Storm ,Feb,2012,ST-2012-000033-CAF ,https://api.reliefweb.int/v1/disasters/10167
Chile: Floods ,Feb,2012,FL-2012-000039-CHL,https://api.reliefweb.int/v1/disasters/10226
Bolivia: Dengue Outbreak ,Jan,2012,EP-2012-000022-BOL,https://api.reliefweb.int/v1/disasters/10086
Uganda: Cholera Outbreak ,Feb,2012,EP-2012-000031-UGA,https://api.reliefweb.int/v1/disasters/10389
Tropical Cyclone Giovanna ,Feb,2012,TC-2012-000020-MDG,https://api.reliefweb.int/v1/disasters/10064
Tropical Cyclone Jasmine ,Feb,2012,TC-2012-000025-VUT,https://api.reliefweb.int/v1/disasters/10106
Philippines: Earthquake ,Feb,2012,EQ-2012-000018-PHL,https://api.reliefweb.int/v1/disasters/10011
Tajikistan: Floods and Avalanches ,Feb,2012,FL-2012-000051-TJK,https://api.reliefweb.int/v1/disasters/10365
Afghanistan: Floods and Landslides ,Feb,2012,FL-2012-000050-AFG,https://api.reliefweb.int/v1/disasters/10359
Sierra Leone/Guinea: Cholera Outbreak ,Feb,2012,EP-2012-000041-SLE,https://api.reliefweb.int/v1/disasters/10259
Tropical Cyclone Iggy ,Jan,2012,TC-2012-000014-IDN,https://api.reliefweb.int/v1/disasters/10040
Papua New Guinea: Floods and Landslides ,Jan,2012,LS-2012-000010-PNG,https://api.reliefweb.int/v1/disasters/9959
Fiji: Floods ,Jan,2012,FL-2012-000009-FJI,https://api.reliefweb.int/v1/disasters/9950
Cameroon: Yellow Fever Outbreak ,Jan,2012,EP-2011-000202-CMR,https://api.reliefweb.int/v1/disasters/10008
Paraguay: Drought ,Jan,2012,DR-2012-000011-PRY,https://api.reliefweb.int/v1/disasters/9972
Afghanistan: Avalanches and Heavy Snowfalls ,Jan,2012,AV-2012-000007-AFG,https://api.reliefweb.int/v1/disasters/9915
Mozambique: Storms and Floods ,Jan,2012,TC-2012-000008-MOZ,https://api.reliefweb.int/v1/disasters/9926
Bolivia: Floods ,Jan,2012,FL-2012-000005-BOL,https://api.reliefweb.int/v1/disasters/9866
West/Central Africa: Meningitis Outbreak ,Jan,2012,EP-2012-000055-TCD,https://api.reliefweb.int/v1/disasters/10388
Ecuador: Floods and Landslides ,Jan,2012,FL-2012-000013-ECU,https://api.reliefweb.int/v1/disasters/9979
Europe/Northern Africa: Cold Wave ,Jan,2012,CW-2012-000006-SRB,https://api.reliefweb.int/v1/disasters/9878
Brazil: Floods and Landslides ,Jan,2012,FL-2012-000003-BRA,https://api.reliefweb.int/v1/disasters/9829
Chile: Wild Fire ,Dec,2011,WF-2012-000001-CHL,https://api.reliefweb.int/v1/disasters/9816
Tropical Cyclone Thane ,Dec,2011,TC-2011-000201-IND,https://api.reliefweb.int/v1/disasters/9814
Philippines: Floods and Landslides ,Dec,2011,FL-2011-000204-PHL,https://api.reliefweb.int/v1/disasters/9891
Nepal: Cold Wave ,Dec,2011,CW-2011-000203-NPL,https://api.reliefweb.int/v1/disasters/9895
Angola: Cholera Outbreak ,Dec,2011,EP-2011-000199-AGO,https://api.reliefweb.int/v1/disasters/9792
Tropical Storm Washi ,Dec,2011,TC-2011-000189-PHL,https://api.reliefweb.int/v1/disasters/9748
Mexico: Earthquake ,Dec,2011,EQ-2012-000004-MEX,https://api.reliefweb.int/v1/disasters/9840
Angola: Floods ,Dec,2011,FL-2011-000190-AGO,https://api.reliefweb.int/v1/disasters/9753
Indonesia: Mt. Gamalama Volcano ,Dec,2011,VO-2011-000185-IDN,https://api.reliefweb.int/v1/disasters/9801
Tanzania: Floods and Landslides ,Dec,2011,FL-2011-000183-TZA,https://api.reliefweb.int/v1/disasters/9698
Mexico: Cold Wave ,Dec,2011,CW-2011-000182-MEX,https://api.reliefweb.int/v1/disasters/9697
Indonesia: Floods and Landslides ,Nov,2011,FL-2011-000196-IDN,https://api.reliefweb.int/v1/disasters/9772
Guatemala: Cold Wave ,Nov,2011,CW-2011-000191-GTM,https://api.reliefweb.int/v1/disasters/9755
Sri Lanka: Storm and Floods ,Nov,2011,FL-2011-000176-LKA,https://api.reliefweb.int/v1/disasters/9623
Mexico: Drought ,Nov,2011,DR-2011-000177-MEX,https://api.reliefweb.int/v1/disasters/9637
Ghana: Yellow Fever Outbreak ,Nov,2011,EP-2011-000178-GHA,https://api.reliefweb.int/v1/disasters/9685
Colombia: Oil Spill ,Nov,2011,AC-2011-000194-COL,https://api.reliefweb.int/v1/disasters/9768
Venezuela: Floods ,Nov,2011,FL-2011-000181-VEN,https://api.reliefweb.int/v1/disasters/9674
Panama: Floods and Landslides ,Nov,2011,FL-2011-000180-PAN,https://api.reliefweb.int/v1/disasters/9670
Peru: Floods and Landslides ,Nov,2011,FL-2011-000198-PER,https://api.reliefweb.int/v1/disasters/9784
China: Earthquake in Xinjiang Uygur Autonomous Region ,Nov,2011,EQ-2011-000169-CHN,https://api.reliefweb.int/v1/disasters/9496
DR Congo: Floods ,Oct,2011,FL-2011-000187-COD,https://api.reliefweb.int/v1/disasters/9719
Niger: Cholera Outbreak ,Oct,2011,EP-2011-000163-NER,https://api.reliefweb.int/v1/disasters/9448
Turkey: Earthquakes ,Oct,2011,EQ-2011-000162-TUR,https://api.reliefweb.int/v1/disasters/9435
Somalia: Floods ,Oct,2011,FL-2011-000161-SOM,https://api.reliefweb.int/v1/disasters/9422
Hurricane Jova ,Oct,2011,TC-2011-000159-MEX,https://api.reliefweb.int/v1/disasters/9408
Tropical Depression 12,Oct,2011,TC-2011-000157-SLV,https://api.reliefweb.int/v1/disasters/9396
Central African Republic: Floods ,Oct,2011,FL-2011-000164-CAF,https://api.reliefweb.int/v1/disasters/9457
Haiti: Floods ,Oct,2011,FL-2011-000156-HTI,https://api.reliefweb.int/v1/disasters/9370
Central African Republic: Cholera Outbreak ,Oct,2011,EP-2011-000153-CAF,https://api.reliefweb.int/v1/disasters/9353
Typhoon Nalgae ,Oct,2011,TC-2011-000149-PHL,https://api.reliefweb.int/v1/disasters/9314
Pacific Drought ,Sep,2011,DR-2011-000146-TUV,https://api.reliefweb.int/v1/disasters/9313
Typhoon Nesat ,Sep,2011,TC-2011-000147-PHL,https://api.reliefweb.int/v1/disasters/9266
Cambodia: Floods ,Sep,2011,FL-2011-000148-KHM,https://api.reliefweb.int/v1/disasters/9265
Tropical Storm Ophelia ,Sep,2011,TC-2011-000152-DMA,https://api.reliefweb.int/v1/disasters/9381
Guatemala: Earthquakes ,Sep,2011,EQ-2011-000144-GTM,https://api.reliefweb.int/v1/disasters/9248
Himalayan Earthquake ,Sep,2011,EQ-2011-000136-IND,https://api.reliefweb.int/v1/disasters/9210
Sahel Crisis: 2011,,2017,OT-2011-000205-NER,https://api.reliefweb.int/v1/disasters/9946
Viet Nam: Floods ,Sep,2011,FL-2011-000137-VNM,https://api.reliefweb.int/v1/disasters/9217
Colombia: Floods and Landslides ,Sep,2011,FL-2011-000170-COL,https://api.reliefweb.int/v1/disasters/9504
South Sudan: Flash Floods ,Sep,2011,FF-2011-000143-SSD,https://api.reliefweb.int/v1/disasters/9242
Mexico: Floods ,Sep,2011,FL-2011-000133-MEX,https://api.reliefweb.int/v1/disasters/9135
Honduras: Storm Surge ,Sep,2011,SS-2011-000127-HND,https://api.reliefweb.int/v1/disasters/9114
Russian Federation: Floods ,Aug,2011,FL-2011-000123-RUS,https://api.reliefweb.int/v1/disasters/9104
Typhoon Nanmadol ,Aug,2011,TC-2011-000119-PHL,https://api.reliefweb.int/v1/disasters/9062
Guatemala: Floods ,Aug,2011,FL-2011-000118-GTM,https://api.reliefweb.int/v1/disasters/9049
Thailand: Floods ,Aug,2011,FL-2011-000135-THA,https://api.reliefweb.int/v1/disasters/9165
Hurricane Irene ,Aug,2011,TC-2011-000114-HTI,https://api.reliefweb.int/v1/disasters/9014
Tropical Storm Harvey ,Aug,2011,TC-2011-000113-BLZ,https://api.reliefweb.int/v1/disasters/8995
Niger: Floods ,Aug,2011,FL-2011-000122-NER,https://api.reliefweb.int/v1/disasters/9099
Kenya: Floods ,Aug,2011,FL-2011-000115-KEN,https://api.reliefweb.int/v1/disasters/9016
Ethiopia: Floods ,Aug,2011,FL-2011-000124-ETH,https://api.reliefweb.int/v1/disasters/9094
Uganda: Floods and Mudslides ,Aug,2011,MS-2011-000110-UGA,https://api.reliefweb.int/v1/disasters/8956
Paraguay: Severe Local Storm ,Aug,2011,ST-2011-000116-PRY,https://api.reliefweb.int/v1/disasters/9059
Sudan: Floods ,Aug,2011,FL-2011-000120-SDN,https://api.reliefweb.int/v1/disasters/9075
Tropical Storm Emily ,Aug,2011,TC-2011-000105-HTI,https://api.reliefweb.int/v1/disasters/8877
Mali: Floods ,Aug,2011,FL-2011-000129-MLI,https://api.reliefweb.int/v1/disasters/9146
Guinea: Floods ,Aug,2011,FL-2011-000131-GIN,https://api.reliefweb.int/v1/disasters/9142
Burundi: Cholera Outbreak ,Aug,2011,EP-2011-000126-BDI,https://api.reliefweb.int/v1/disasters/9110
Senegal: Floods ,Aug,2011,FL-2011-000108-SEN,https://api.reliefweb.int/v1/disasters/8931
Typhoon Muifa ,Jul,2011,TC-2011-000099-PHL,https://api.reliefweb.int/v1/disasters/8834
Pakistan: Floods ,Jul,2011,FL-2011-000109-PAK,https://api.reliefweb.int/v1/disasters/8939
Tropical Storm Nock,Jul,2011,TC-2011-000095-PHL,https://api.reliefweb.int/v1/disasters/8791
Ecuador: Floods and Landslides ,Jul,2011,LS-2011-000104-ECU,https://api.reliefweb.int/v1/disasters/8874
Afghanistan: Drought ,Jul,2011,DR-2011-000150-AFG,https://api.reliefweb.int/v1/disasters/9320
Benin: Floods ,Jul,2011,FL-2011-000091-BEN,https://api.reliefweb.int/v1/disasters/8831
Ghana: Floods ,Jul,2011,FL-2011-000106-GHA,https://api.reliefweb.int/v1/disasters/8878
Chile: Cold Wave ,Jul,2011,CW-2011-000094-CHL,https://api.reliefweb.int/v1/disasters/8790
Horn of Africa Crisis: 2011,,2012,DR-2011-000029-KEN,https://api.reliefweb.int/v1/disasters/8727
DPR Korea: Floods ,Jul,2011,FL-2011-000096-PRK,https://api.reliefweb.int/v1/disasters/8809
Bolivia: Cold Wave ,Jul,2011,CW-2011-000085-BOL,https://api.reliefweb.int/v1/disasters/8677
Zimbabwe: Cholera Outbreak ,Jul,2011,EP-2011-000083-ZWE,https://api.reliefweb.int/v1/disasters/8674
Nigeria: Floods ,Jul,2011,FF-2011-000088-NGA,https://api.reliefweb.int/v1/disasters/8777
India: Floods ,Jul,2011,FL-2011-000084-IND,https://api.reliefweb.int/v1/disasters/8670
Nepal: Floods and Landslides ,Jul,2011,FL-2011-000082-NPL,https://api.reliefweb.int/v1/disasters/8642
Bangladesh: Floods and Landslides ,Jul,2011,FL-2011-000093-BGD,https://api.reliefweb.int/v1/disasters/8789
Mali: Cholera Outbreak ,Jul,2011,EP-2011-000112-MLI,https://api.reliefweb.int/v1/disasters/8990
Myanmar: Floods ,Jul,2011,FL-2011-000107-MMR,https://api.reliefweb.int/v1/disasters/8938
Maldives: Dengue Outbreak ,Jun,2011,EP-2011-000080-MDV,https://api.reliefweb.int/v1/disasters/8616
Mexico: Tropical Storm Arlene ,Jun,2011,TC-2011-000081-MEX,https://api.reliefweb.int/v1/disasters/8618
Nigeria: Cholera Outbreak ,Jun,2011,EP-2011-000092-NGA,https://api.reliefweb.int/v1/disasters/8778
Tropical Storm Haima ,Jun,2011,TC-2011-000070-CHN,https://api.reliefweb.int/v1/disasters/8573
Tropical Storm Meari ,Jun,2011,TC-2011-000069-PHL,https://api.reliefweb.int/v1/disasters/8570
Brazil: Floods and Landslides ,Jun,2011,FL-2011-000102-BRA,https://api.reliefweb.int/v1/disasters/8860
Central African Republic: Severe Local Storm ,Jun,2011,ST-2011-000073-CAF,https://api.reliefweb.int/v1/disasters/8591
Georgia: Flash Floods and Landslides ,Jun,2011,FF-2011-000071-GEO,https://api.reliefweb.int/v1/disasters/8574
Tajikistan: Floods and Mudslides ,Jun,2011,FF-2011-000066-TJK,https://api.reliefweb.int/v1/disasters/8510
Chad: Polio Outbreak ,Jun,2011,EP-2011-000098-TCD,https://api.reliefweb.int/v1/disasters/8828
Haiti: Floods ,Jun,2011,FL-2011-000063-HTI,https://api.reliefweb.int/v1/disasters/8435
Dominican Republic: Floods ,Jun,2011,FL-2011-000061-DOM,https://api.reliefweb.int/v1/disasters/8417
China: Floods ,Jun,2011,FL-2011-000059-CHN,https://api.reliefweb.int/v1/disasters/8405
