crisis_nm,date_month,date_year,glide,url
Philippines: Floods ,Jun,2011,FL-2011-000067-PHL,https://api.reliefweb.int/v1/disasters/8518
Congo: Chikungunya and Measles Outbreak ,May,2011,EP-2011-000074-COG,https://api.reliefweb.int/v1/disasters/8590
Congo River: Cholera Outbreak ,May,2011,EP-2011-000076-COD,https://api.reliefweb.int/v1/disasters/8580
Philippines: Typhoon Songda ,May,2011,TC-2011-000054-PHL,https://api.reliefweb.int/v1/disasters/8341
Peru: Cold Wave ,May,2011,CW-2011-000062-PER,https://api.reliefweb.int/v1/disasters/8423
Rwanda: Severe Local Storm ,Apr,2011,FL-2011-000051-RWA,https://api.reliefweb.int/v1/disasters/8327
Iraq: Flash Floods ,Apr,2011,FF-2011-000049-IRQ,https://api.reliefweb.int/v1/disasters/8325
Uganda: Ebola Outbreak ,May,2011,EP-2011-000052-UGA,https://api.reliefweb.int/v1/disasters/8297
Spain: Earthquake ,May,2011,EQ-2011-000050-ESP,https://api.reliefweb.int/v1/disasters/8218
Philippines: Tropical Storm Aere ,May,2011,ST-2011-000047-PHL,https://api.reliefweb.int/v1/disasters/8178
Guatemala: Floods ,May,2011,FL-2011-000045-GTM,https://api.reliefweb.int/v1/disasters/8147
Saint Vincent and the Grenadines: Floods ,Apr,2011,FL-2011-000043-VCT,https://api.reliefweb.int/v1/disasters/8135
Colombia: Floods and Landslides ,Apr,2011,FL-2011-000042-COL,https://api.reliefweb.int/v1/disasters/8116
USA: Storms and Tornadoes ,Apr,2011,TO-2011-000039-USA,https://api.reliefweb.int/v1/disasters/8098
Ecuador: Tungurahua Volcano ,Apr,2011,VO-2011-000041-ECU,https://api.reliefweb.int/v1/disasters/8081
Kazakhstan: Floods ,Apr,2011,FL-2011-000038-KAZ,https://api.reliefweb.int/v1/disasters/8003
Paraguay: Dengue Outbreak ,Apr,2011, EP-2011-000035-PR,https://api.reliefweb.int/v1/disasters/7932
Chad: Cholera/Measles/Meningitis Outbreak ,Mar,2011,EP-2011-000033-TCD,https://api.reliefweb.int/v1/disasters/7908
Myanmar: Earthquake ,Mar,2011,EQ-2011-000031-MMR,https://api.reliefweb.int/v1/disasters/7638
Thailand: Floods and Landslides ,rch,2011,FL-2011-000032-THA,https://api.reliefweb.int/v1/disasters/7639
Burundi: Floods ,Mar,2011,FL-2011-000037-BDI,https://api.reliefweb.int/v1/disasters/7931
Japan: Earthquake and Tsunami ,Mar,2011,EQ-2011-000028-JPN,https://api.reliefweb.int/v1/disasters/6861
China: Earthquake in Yunnan Province ,Mar,2011,EQ-2011-000027-CHN,https://api.reliefweb.int/v1/disasters/6862
Syria Crisis ,,2018,OT-2011-000025-SYR,https://api.reliefweb.int/v1/disasters/42874
New Zealand: Earthquake ,Feb,2011,EQ-2011-000024-NZL,https://api.reliefweb.int/v1/disasters/6860
Madagascar: Cyclone Bingiza ,Feb,2011,TC-2011-000023-MDG,https://api.reliefweb.int/v1/disasters/6859
Afghanistan: Floods and Heavy Snowfalls  ,Feb,2011,FL-2011-000022-AFG,https://api.reliefweb.int/v1/disasters/6857
Mexico: Cold Wave ,Feb,2011,CW-2011-000018-MEX,https://api.reliefweb.int/v1/disasters/6855
Australia: Wild Fire ,Feb,2011,WF-2011-000017-AUS,https://api.reliefweb.int/v1/disasters/6853
China: Earthquake in Yunnan Province ,Feb,2011,EQ-2011-000016-CHN,https://api.reliefweb.int/v1/disasters/6852
Cyclone Yasi ,Jan,2011,TC-2011-000015-VUT,https://api.reliefweb.int/v1/disasters/6851
Malaysia : Floods ,Jan,2011,FL-2011-000021-MYS,https://api.reliefweb.int/v1/disasters/6858
Cyclone Wilma ,Jan,2011,TC-2011-000012-TON,https://api.reliefweb.int/v1/disasters/6849
Bolivia: Floods and Landslides ,Jan,2011,FL-2011-000020-BOL,https://api.reliefweb.int/v1/disasters/6856
Southern Africa: Floods ,Jan,2011,FL-2011-000007-ZAF,https://api.reliefweb.int/v1/disasters/6847
Indonesia: Mt. Bromo Volcano ,Dec,2010,VO-2011-000006-IDN,https://api.reliefweb.int/v1/disasters/6843
Honduras: Floods ,Jan,2011,FL-2011-000005-HND,https://api.reliefweb.int/v1/disasters/6845
Vanuatu: Tropical Cyclone Vania ,Jan,2011,TC-2011-000009-VUT,https://api.reliefweb.int/v1/disasters/6848
Bangladesh: Cold Wave ,Jan,2011,CW-2011-000004-BGD,https://api.reliefweb.int/v1/disasters/6842
China: Cold Wave ,Jan,2011,CW-2011-000001-CHN,https://api.reliefweb.int/v1/disasters/6840
Cameroon: Cholera Outbreak ,Jan,2011,EP-2011-000034-CMR,https://api.reliefweb.int/v1/disasters/7909
Gabon: Floods and Violent Winds ,Dec,2010,FL-2010-000261-GAB,https://api.reliefweb.int/v1/disasters/6846
Brazil: Floods and Landslides ,Dec,2010,FL-2011-000002-BRA,https://api.reliefweb.int/v1/disasters/6844
Guatemala: Cold Wave ,Dec,2010,CW-2010-000257-GTM,https://api.reliefweb.int/v1/disasters/6839
Kenya: Measles Outbreak ,Dec,2010,EP-2010-000263-KEN,https://api.reliefweb.int/v1/disasters/8114
Australia: Floods ,Dec,2010,FL-2010-000259-AUS,https://api.reliefweb.int/v1/disasters/6841
Ecuador: Floods and Landslides ,Dec,2010,FL-2010-000262-ECU,https://api.reliefweb.int/v1/disasters/6854
Iran: Earthquakes ,Dec,2010,EQ-2010-000254-IRN,https://api.reliefweb.int/v1/disasters/6836
Costa Rica: Floods ,Dec,2010,FL-2010-000251-CRI,https://api.reliefweb.int/v1/disasters/6837
India: Floods ,Dec,2010,FL-2010-000249-IND,https://api.reliefweb.int/v1/disasters/6835
China: Wildfire ,Dec,2010,WF-2010-000247-CHN,https://api.reliefweb.int/v1/disasters/6834
Israel: Wild Fire ,Dec,2010,WF-2010-000246-ISR,https://api.reliefweb.int/v1/disasters/6833
Morocco: Floods ,Nov,2010,FL-2010-000245-MAR,https://api.reliefweb.int/v1/disasters/6832
Angola: Floods ,Oct,2010,FL-2010-00242-AGO,https://api.reliefweb.int/v1/disasters/6831
Venezuela: Floods and Landslides ,Nov,2010,FL-2010-000240-VEN,https://api.reliefweb.int/v1/disasters/6830
Central/Southern Europe: Floods ,Nov,2010,FL-2010-000239-MNE,https://api.reliefweb.int/v1/disasters/6829
Panama: Floods ,Nov,2010,FL-2010-000225-PAN,https://api.reliefweb.int/v1/disasters/6838
Philippines: Mt. Bulusan Volcano ,Nov,2010,VO-2010-000223-PHL,https://api.reliefweb.int/v1/disasters/6827
Philippines: Floods and Landslides ,Nov,2010,FL-2010-000219-PHL,https://api.reliefweb.int/v1/disasters/6828
Serbia: Earthquake ,Nov,2010,EQ-2010-000218-SRB,https://api.reliefweb.int/v1/disasters/6825
Hurricane Tomas ,Oct,2010,TC-2010-000216-HTI,https://api.reliefweb.int/v1/disasters/6824
Indonesia: Sumatra Earthquakes and Tsunami ,Oct,2010,EQ-2010-000213-IDN,https://api.reliefweb.int/v1/disasters/6821
Indonesia: Mt. Merapi Volcano ,Oct,2010,VO-2010-000214-IDN,https://api.reliefweb.int/v1/disasters/6820
Russian Federation: Floods ,Oct,2010,FL-2010-000208-RUS,https://api.reliefweb.int/v1/disasters/6823
Hurricane Richard ,Oct,2010,TC-2010-000221-BLZ,https://api.reliefweb.int/v1/disasters/6826
Myanmar: Tropical Cyclone Giri ,Oct,2010,TC-2010-000211-MMR,https://api.reliefweb.int/v1/disasters/6822
Haiti: Cholera Outbreak ,,2017,EP-2010-000210-HTI,https://api.reliefweb.int/v1/disasters/6819
Peru: Floods and Mudslides ,Oct,2010,MS-2010-000209-PER,https://api.reliefweb.int/v1/disasters/6816
Typhoon Megi ,Oct,2010,TC-2010-000205-PHL,https://api.reliefweb.int/v1/disasters/6815
Saint Lucia: Flash Floods ,Oct,2010,FF-2010-000204-LCA,https://api.reliefweb.int/v1/disasters/6817
Cambodia: Floods ,Oct,2010,FF-2010-000206-KHM,https://api.reliefweb.int/v1/disasters/6818
Hurricane Paula ,Oct,2010,TC-2010-000203-BLZ,https://api.reliefweb.int/v1/disasters/6810
Virgin Islands: Tropical Storm Otto ,Oct,2010,TC-2010-000201-VIR,https://api.reliefweb.int/v1/disasters/6809
Viet Nam: Floods ,Oct,2010,FL-2010-000194-VNM,https://api.reliefweb.int/v1/disasters/6796
Sri Lanka: Floods ,Oct,2010,FL-2010-000196-LKA,https://api.reliefweb.int/v1/disasters/6783
Hungary: Toxic Spill ,Oct,2010,AC-2010-000197-HUN,https://api.reliefweb.int/v1/disasters/6767
Tropical Storm Nicole ,Sep,2010,TC-2010-000192-JAM,https://api.reliefweb.int/v1/disasters/6802
Colombia: Floods and Landslides ,Sep,2010,LS-2010-000190-COL,https://api.reliefweb.int/v1/disasters/6797
Haiti: Storm ,Sep,2010,ST-2010-000189-HTI,https://api.reliefweb.int/v1/disasters/6793
Tropical Storm Matthew ,Sep,2010,TC-2010-000188-HND,https://api.reliefweb.int/v1/disasters/6778
Ecuador: Violent Winds ,Sep,2010,VW-2010-000185-ECU,https://api.reliefweb.int/v1/disasters/6807
Bolivia: Violent Winds ,Sep,2010,VW-2001-00186 - BOL,https://api.reliefweb.int/v1/disasters/6786
Mali: Floods ,Sep,2010,FL-2010-000195-MLI,https://api.reliefweb.int/v1/disasters/6776
Typhoon Fanapi ,Sep,2010,TC-2010-000184-TWN,https://api.reliefweb.int/v1/disasters/6770
Paraguay: Severe Local Storm ,Sep,2010,ST-2010-000183-PRY,https://api.reliefweb.int/v1/disasters/6799
Mexico: Hurricane Karl ,Sep,2010,TC-2010-000182-MEX,https://api.reliefweb.int/v1/disasters/6769
Kazakhstan: Wild Fires ,Sep,2010,WF-2010-000178-KAZ,https://api.reliefweb.int/v1/disasters/6792
Mauritania: Floods ,Aug,2010,FL-2010-000176-MRT,https://api.reliefweb.int/v1/disasters/6773
Kenya: Floods ,Aug,2010,FL-2010-000174-KEN,https://api.reliefweb.int/v1/disasters/6805
Hurricane Earl ,Aug,2010,TC-2010-000171-BMU,https://api.reliefweb.int/v1/disasters/6771
Indonesia: Mt. Sinabung Volcano ,Aug,2010,VO-2010-000170-IDN,https://api.reliefweb.int/v1/disasters/6803
Turkey: Landslide ,Aug,2010,LS-2010-000169-TUR,https://api.reliefweb.int/v1/disasters/6779
Typhoon Mindulle ,Aug,2010,TC-2010-000166-VNM,https://api.reliefweb.int/v1/disasters/6777
Chad: Cholera Outbreak ,Aug,2010,EP-2010-000165-TCD,https://api.reliefweb.int/v1/disasters/6798
Bolivia: Wild Fires ,Aug,2010,WF-2010-000163-BOL,https://api.reliefweb.int/v1/disasters/6787
Central America: Floods ,Aug,2010,FL-2010-000162-HND,https://api.reliefweb.int/v1/disasters/6782
Malaysia: Floods ,Aug,2010,FL-2010-000161-MYS,https://api.reliefweb.int/v1/disasters/6781
Philippines: Tropical Storm Dianmu ,Aug,2010,TC-2010-000157-PHL,https://api.reliefweb.int/v1/disasters/6780
DPR Korea: Floods ,Aug,2010,FL-2010-000153-PRK,https://api.reliefweb.int/v1/disasters/6795
Thailand: Floods ,Aug,2010,FL-2010-000152-THA,https://api.reliefweb.int/v1/disasters/6791
DR Congo: Floods ,Jul,2010,FL-2010-000151-COD,https://api.reliefweb.int/v1/disasters/6784
Iran: Earthquake ,Jul,2010,EQ-2010-000148-IRN,https://api.reliefweb.int/v1/disasters/6790
Russian Federation: Wild Fires/Heatwave ,Jul,2010,WF-2010-000147-RUS,https://api.reliefweb.int/v1/disasters/6774
Mexico: Floods and Landslides ,Jul,2010,FL-2010-000150-MEX,https://api.reliefweb.int/v1/disasters/6804
Peru: Cold Wave ,Jul,2010,CW-2010-000143-PER,https://api.reliefweb.int/v1/disasters/6800
Central America: Floods and Landslides ,Jul,2010,FL-2010-000149-GTM,https://api.reliefweb.int/v1/disasters/6772
Nigeria: Cholera Outbreak ,Jul,2010,EP-2010-000172-NGA,https://api.reliefweb.int/v1/disasters/6788
Pakistan: Floods ,Jul,2010,FL-2010-000141-PAK,https://api.reliefweb.int/v1/disasters/6768
Typhoon Chanthu ,Jul,2010,TC-2010-000137-PHL,https://api.reliefweb.int/v1/disasters/6785
Ethiopia: Floods ,Jul,2010,FL-2010-000179-ETH,https://api.reliefweb.int/v1/disasters/6775
Yemen: Floods ,Jul,2010,FL-2010-000136-YEM,https://api.reliefweb.int/v1/disasters/6801
Sudan: Floods ,Jul,2010,FL-2010000139-SDN,https://api.reliefweb.int/v1/disasters/6794
Typhoon Conson ,Jul,2010,TC-2010-000131-PHL,https://api.reliefweb.int/v1/disasters/6806
India: Floods ,Jul,2010,FL-2010-000125-IND,https://api.reliefweb.int/v1/disasters/6812
Nepal: Floods and Landslides ,Jun,2010,FL-2010-000160-MPL,https://api.reliefweb.int/v1/disasters/6808
Hurricane Alex ,Jun,2010,TC-2010-000123-MEX,https://api.reliefweb.int/v1/disasters/6717
Dominican Republic: Floods ,Jun,2010,FL-2010-000121-DOM,https://api.reliefweb.int/v1/disasters/6746
Brazil: Floods ,Jun,2010,FL-2010-000120-BRA,https://api.reliefweb.int/v1/disasters/6728
West/Central Africa: Floods ,Jun,2010,FL-2010-000118-GHA,https://api.reliefweb.int/v1/disasters/6742
Panama: Floods ,Jun,2010,FL-2010-000119-PAN,https://api.reliefweb.int/v1/disasters/6737
Gabon: Chikungunya and Dengue Outbreaks ,May,2010,EP-2010-000111-GAB,https://api.reliefweb.int/v1/disasters/6755
Myanmar: Floods and Landslides ,Jun,2010,FL-2010-000115-MMR,https://api.reliefweb.int/v1/disasters/6732
Indonesia: Papua ,Jun,2010,EQ-2010-000116-IDN,https://api.reliefweb.int/v1/disasters/6724
Bangladesh: Floods and Landslides ,Jun,2010,FL-2010-000114-BGD,https://api.reliefweb.int/v1/disasters/6729
Cameroon: Cholera Outbreak ,Jun,2010,EP-2010-000110-CMR,https://api.reliefweb.int/v1/disasters/6723
Kyrgyzstan: Mudslides ,Jun,2010,MS-2010-000109-KGZ,https://api.reliefweb.int/v1/disasters/6731
Afghanistan: Floods ,Jun,2010,FL-2010-000127-AFG,https://api.reliefweb.int/v1/disasters/6789
Tropical Cyclone Phet ,Jun,2010,TC-2010-000108-PAK,https://api.reliefweb.int/v1/disasters/6748
Philippines: Floods and Landslides ,May,2010,FL-2010-000107-PHL,https://api.reliefweb.int/v1/disasters/6743
Ecuador: Tungurahua Volcano ,May,2010,VO-2010-000104-ECU,https://api.reliefweb.int/v1/disasters/6722
Central America: Tropical Storm Agatha ,May,2010,FL-2010-000102-CRI,https://api.reliefweb.int/v1/disasters/6766
Guatemala: Pacaya Volcano ,May,2010,VO-2010-000103-GTM,https://api.reliefweb.int/v1/disasters/6762
Papua New Guinea: Floods ,May,2010,FL-2010-000101-PNG,https://api.reliefweb.int/v1/disasters/6739
Bolivia: Cold Wave ,May,2010,CW-2010-000100-BOL,https://api.reliefweb.int/v1/disasters/6751
DR Congo: Landslide ,May,2010,LS-2010-000098-COD,https://api.reliefweb.int/v1/disasters/6763
India: Cyclone Laila ,May,2010,TC-2010-000097-IND,https://api.reliefweb.int/v1/disasters/6741
Peru: Earthquakes ,May,2010,EQ-2010-000099-PER,https://api.reliefweb.int/v1/disasters/6733
Central Europe: Floods ,May,2010,FF-2010-000094-HUN,https://api.reliefweb.int/v1/disasters/6725
Sri Lanka: Floods ,May,2010,FL-2010-000092-LKA,https://api.reliefweb.int/v1/disasters/6765
Viet Nam: Floods ,May,2010,FL-2010-000091-VNM,https://api.reliefweb.int/v1/disasters/6749
Azerbaijan: Floods ,May,2010,FL-2010-000089-AZE,https://api.reliefweb.int/v1/disasters/6745
China: Floods ,May,2010,ST-2010-000085-CHN,https://api.reliefweb.int/v1/disasters/6754
Afghanistan: Floods ,May,2010,FL-2010-000086-AFG,https://api.reliefweb.int/v1/disasters/6720
Gabon: Severe Local Storm ,Apr,2010,ST-2010-000083-GAB,https://api.reliefweb.int/v1/disasters/6756
Afghanistan: Earthquakes ,Apr,2010,EQ-2010-000079-AFG,https://api.reliefweb.int/v1/disasters/6726
Tajikistan: Floods ,Apr,2010,FL-2010-000075-TJK,https://api.reliefweb.int/v1/disasters/6735
China: Earthquake in Qinghai Province ,Apr,2010,EQ-2010-000073-CHN,https://api.reliefweb.int/v1/disasters/6730
Colombia: Floods ,Apr,2010,FL-2010-000076-COL,https://api.reliefweb.int/v1/disasters/6727
India/Bangladesh: Severe Local Storm ,Apr,2010,ST-2010-000074-IND,https://api.reliefweb.int/v1/disasters/6721
Indonesia: Floods ,Apr,2010,FL-2010-000096-IDN,https://api.reliefweb.int/v1/disasters/6752
Indonesia: Earthquakes ,Apr,2010,EQ-2010-000068-IDN,https://api.reliefweb.int/v1/disasters/6757
Bangladesh: Floods ,Apr,2010,FL-2010-000070-BGD,https://api.reliefweb.int/v1/disasters/6740
Brazil: Floods and Landslides ,Apr,2010,FL-2010-000067-BRA,https://api.reliefweb.int/v1/disasters/6734
Mexico: Earthquakes ,Apr,2010,EQ-000066-MEX,https://api.reliefweb.int/v1/disasters/6719
Peru: Floods and Landslides ,Apr,2010,LS-2010-000065-PER,https://api.reliefweb.int/v1/disasters/6761
Russian Federation: Floods ,Mar,2010,FL-2010-000072-RUS,https://api.reliefweb.int/v1/disasters/6736
Iceland: Eyjafjallajökull Volcano ,Mar,2010,VO-2010-000061-ISL,https://api.reliefweb.int/v1/disasters/6811
Solomon Islands: Cyclone Ului ,Mar,2010,TC-2010-000060-SLB,https://api.reliefweb.int/v1/disasters/6750
East Africa: Floods ,Mar,2010,LS-2010-000040-UGA,https://api.reliefweb.int/v1/disasters/6758
DR Congo: Floods ,Mar,2010,FL-2010-000062-COD,https://api.reliefweb.int/v1/disasters/6744
Latin America: Dengue Outbreak ,Mar,2010,EP-2010-000058-ARG,https://api.reliefweb.int/v1/disasters/6718
Fiji: Cyclone Tomas ,Mar,2010,TC-2010-000054-FJI,https://api.reliefweb.int/v1/disasters/6759
Madagascar: Cyclone Hubert ,Mar,2010,SS-2010-000053-MDG,https://api.reliefweb.int/v1/disasters/6747
Kazakhstan: Floods ,Mar,2010,FL-2010-000051-KAZ,https://api.reliefweb.int/v1/disasters/6738
China: Landslide ,Mar,2010,LS-2010-000052-CHN,https://api.reliefweb.int/v1/disasters/6813
Angola: Floods ,Mar,2010,FL-2010-000049-AGO,https://api.reliefweb.int/v1/disasters/6753
Southern Africa: Floods ,Mar,2010,FL-2010-000046-MOZ,https://api.reliefweb.int/v1/disasters/6764
Turkey: Earthquakes ,Mar,2010,EQ-2010-000045-TUR,https://api.reliefweb.int/v1/disasters/4855
Serbia: Floods ,Mar,2010,FL-2010-000042-SRB,https://api.reliefweb.int/v1/disasters/5695
Somalia: Floods ,Mar,2010,FL-2010-000041-SOM,https://api.reliefweb.int/v1/disasters/6662
Haiti: Floods and Mudslides ,Mar,2010,FL-2010-000037-HTI,https://api.reliefweb.int/v1/disasters/4985
Cyprus: Floods ,Feb,2010,FL-2010-000036-CYP,https://api.reliefweb.int/v1/disasters/5234
Chile: Earthquake ,Feb,2010,EQ-2010-000034-CHL,https://api.reliefweb.int/v1/disasters/5073
Indonesia: Landslide ,Feb,2010,LS-2010-000033-IDN,https://api.reliefweb.int/v1/disasters/6325
Madeira: Floods and Mudslides ,Feb,2010,FL-2010-000031-PRT,https://api.reliefweb.int/v1/disasters/6331
Caribbean: Drought ,Feb,2010,DR-2010-000029-TTO,https://api.reliefweb.int/v1/disasters/5715
Pakistan: Avalanche ,Feb,2010,AV-2010-000027-PAK,https://api.reliefweb.int/v1/disasters/5235
Dominican Republic: Floods ,Feb,2010,FL-2010-000026-DOM,https://api.reliefweb.int/v1/disasters/5373
Tonga: Cyclone Rene ,Feb,2010,TC-2010-000025-TON,https://api.reliefweb.int/v1/disasters/5063
Cook Islands: Tropical Cyclone Pat ,Feb,2010,TC-2010-000024-COK,https://api.reliefweb.int/v1/disasters/6092
Ecuador: Floods ,Feb,2010,FL-2010-000023-ECU,https://api.reliefweb.int/v1/disasters/5555
Afghanistan: Floods and Avalanches ,Feb,2010,FL-2010-000021-AFG,https://api.reliefweb.int/v1/disasters/6182
Mexico: Floods and Landslides ,Feb,2010,FL-2010-000019-MEX,https://api.reliefweb.int/v1/disasters/6304
French Polynesia: Cyclone Oli ,Feb,2010,TC-2010-000018-PYF,https://api.reliefweb.int/v1/disasters/4768
Solomon Islands: Floods ,Jan,2010,FL-2010-000014-SLB,https://api.reliefweb.int/v1/disasters/5353
Egypt: Floods ,Jan,2010,FL-2010-000012-EGY,https://api.reliefweb.int/v1/disasters/6453
occupied Palestinian territory: Floods ,Jan,2010,FL-2010-000015-PSE,https://api.reliefweb.int/v1/disasters/5455
Iran: Earthquakes ,Jan,2010,EQ-2010-000011-IRN,https://api.reliefweb.int/v1/disasters/5143
Haiti: Earthquakes ,Jan,2010,EQ-2010-000009-HTI,https://api.reliefweb.int/v1/disasters/5727
Montenegro: Floods ,Jan,2010,FL-2009-000267-SRB,https://api.reliefweb.int/v1/disasters/6517
Mongolia: Dzud ,Jan,2010,CW-2010-000010-MNG,https://api.reliefweb.int/v1/disasters/5183
Bolivia: Floods ,Jan,2010,FL-2010-000008-BOL,https://api.reliefweb.int/v1/disasters/6030
Guatemala/Mexico: Cold Wave ,Jan,2010,CW-2010-000006-GTM,https://api.reliefweb.int/v1/disasters/5935
Pakistan: Landslides and Floods ,Jan,2010,LS-2010-000004-PAK,https://api.reliefweb.int/v1/disasters/6461
India/Nepal/Bangladesh: Cold Wave ,Jan,2010,CW-2010-000005-IND,https://api.reliefweb.int/v1/disasters/6230
Solomon Islands: Earthquake ,Jan,2010,EQ-2010-000002-SLB,https://api.reliefweb.int/v1/disasters/5079
Tajikistan: Earthquake ,Jan,2010,EQ-2010-000001-TJK,https://api.reliefweb.int/v1/disasters/5912
Philippines: Landslide ,Jan,2010,LS-2010-000007-PHL,https://api.reliefweb.int/v1/disasters/5721
Central America: Drought ,Dec,2009,DR-2009-000263-HND,https://api.reliefweb.int/v1/disasters/6475
Albania: Floods ,Dec,2009,FL-2009-000266-ALB,https://api.reliefweb.int/v1/disasters/5724
Morocco: Floods ,Dec,2009,FL-2009-000265-MAR,https://api.reliefweb.int/v1/disasters/6409
Kenya: Floods ,Dec,2009,FL-2010-000003-KEN,https://api.reliefweb.int/v1/disasters/5279
Europe: Cold Wave ,Dec,2009,CW-2009-000262-POL,https://api.reliefweb.int/v1/disasters/5291
Peru: Floods and Landslides ,Dec,2009,FL-2009-000261-PER,https://api.reliefweb.int/v1/disasters/5927
Philippines: Mayon Volcano ,Dec,2009,VO-2009-000259-PHL,https://api.reliefweb.int/v1/disasters/4725
Fiji: Cyclone Mick ,Dec,2009,TC-2009-000258-FJI,https://api.reliefweb.int/v1/disasters/6017
Malawi: Earthquake ,Dec,2009,EQ-2009-000257-MWI,https://api.reliefweb.int/v1/disasters/4994
Angola: Floods ,Nov,2009,FL-2009-000268-AGO,https://api.reliefweb.int/v1/disasters/4991
Vanuatu: Gaua Volcano ,Nov,2009,VO-2009-000253-VUT,https://api.reliefweb.int/v1/disasters/6184
Ecuador: Drought ,Nov,2009,DR-2009-000250-ECU,https://api.reliefweb.int/v1/disasters/6448
Saudi Arabia: Floods ,Nov,2009,FL-2009-000251-SAU,https://api.reliefweb.int/v1/disasters/5002
Argentina/Uruguay: Floods ,Nov,2009,FL-2009-000248-URY,https://api.reliefweb.int/v1/disasters/5601
Malaysia: Floods ,Nov,2009,FL-2009-000247-MYS,https://api.reliefweb.int/v1/disasters/4907
Sri Lanka: Flash Floods ,Nov,2009,FF-2009-000246-LKA,https://api.reliefweb.int/v1/disasters/5965
Serbia: Floods ,Nov,2009,FL-2009-000245-SRB,https://api.reliefweb.int/v1/disasters/4892
China: Heavy Snowfalls ,Nov,2009,CW-2009-000244-CHN,https://api.reliefweb.int/v1/disasters/6557
Tanzania: Floods and landslides ,Nov,2009,LS-2009-000243-TZA,https://api.reliefweb.int/v1/disasters/6525
Iraq: Floods ,Nov,2009,FL-2009-000242-IRQ,https://api.reliefweb.int/v1/disasters/4875
Panama: Floods ,Nov,2009,FL-2009-000240-PAN,https://api.reliefweb.int/v1/disasters/6247
Colombia: Floods ,Nov,2009,FL-2009-000241-COL,https://api.reliefweb.int/v1/disasters/6216
Thailand: Floods ,Nov,2009,FL-2009-000237-THA,https://api.reliefweb.int/v1/disasters/5792
Brazil: Floods ,Nov,2009,FL-2009-000239-BRA,https://api.reliefweb.int/v1/disasters/5092
Indonesia: Floods and Landslides ,Nov,2009,LS-2009-000236-IDN,https://api.reliefweb.int/v1/disasters/4774
Peru: Landslides ,Nov,2009,LS-2009-000255-PER,https://api.reliefweb.int/v1/disasters/4872
Philippines: Floods and Landslides ,Nov,2009,FL-2009-000234-PHL,https://api.reliefweb.int/v1/disasters/6036
Hurricane Ida ,Nov,2009,TC-2009-000232-NIC,https://api.reliefweb.int/v1/disasters/5829
China: Earthquake in Yunnan Province ,Nov,2009,EQ-2009-000233-CHN,https://api.reliefweb.int/v1/disasters/4922
Typhoon Mirinae ,Oct,2009,TC-2009-000230-PHL,https://api.reliefweb.int/v1/disasters/5369
Cape Verde: Dengue Outbreak ,Oct,2009,EP-2009-000231-CPV,https://api.reliefweb.int/v1/disasters/5248
Somalia: Floods ,Oct,2009,FF-2009-000229-SOM,https://api.reliefweb.int/v1/disasters/5192
Paraguay: Floods ,Oct,2009,FL-2009-000226-PRY,https://api.reliefweb.int/v1/disasters/4914
Cameroon: Cholera Outbreak ,Oct,2009,EP-2009-000021-CMR,https://api.reliefweb.int/v1/disasters/5424
Philippines: Typhoon Lupit ,Oct,2009,TC-2009-000225-PHL,https://api.reliefweb.int/v1/disasters/5095
Nicaragua: Dengue Outbreak ,Oct,2009,EP-2009-000224-NIC,https://api.reliefweb.int/v1/disasters/6652
Bolivia: Drought ,Oct,2009,DR-2009-000223-BOL,https://api.reliefweb.int/v1/disasters/5954
Nepal: Floods and Landslides ,Oct,2009,FL-2009-000219-NPL,https://api.reliefweb.int/v1/disasters/5365
Typhoon Parma ,Oct,2009,TC-2009-000214-PHL,https://api.reliefweb.int/v1/disasters/5626
Italy: Floods ,Oct,2009,FL-2009-000216-ITA,https://api.reliefweb.int/v1/disasters/5286
India: Floods ,Oct,2009,FL-2009-000217-IND,https://api.reliefweb.int/v1/disasters/5230
Colombia: Galeras Volcano ,Sep,2009,VO-2009-000213-COL,https://api.reliefweb.int/v1/disasters/5637
Indonesia: Sumatra Earthquake ,Sep,2009,TS-2009-000211-IDN,https://api.reliefweb.int/v1/disasters/5185
South Pacific: Tsunami ,Sep,2009,TS-2009-000209-ASM,https://api.reliefweb.int/v1/disasters/4709
Typhoon Ketsana ,Sep,2009,TC-2009-000205-PHL,https://api.reliefweb.int/v1/disasters/4926
Haiti: Floods and Mudslides ,Sep,2009,FL-2009-000206-HTI,https://api.reliefweb.int/v1/disasters/4860
Tunisia: Flash Floods ,Sep,2009,FF-2009-000204-TUN,https://api.reliefweb.int/v1/disasters/5873
Myanmar: Earthquake ,Sep,2009,EQ-2009-000202,https://api.reliefweb.int/v1/disasters/6379
USA: Floods ,Sep,2009,FL-2009-000203-USA,https://api.reliefweb.int/v1/disasters/5332
Philippines: Flash Floods ,Sep,2009,FF-2009-000201-PHL,https://api.reliefweb.int/v1/disasters/6226
Azerbaijan: Floods ,Sep,2009,FL-2009-000208-AZE,https://api.reliefweb.int/v1/disasters/6131
Kenya: Floods ,Sep,2009,FL-2009-000218-KEN,https://api.reliefweb.int/v1/disasters/5675
Bhutan: Earthquake ,Sep,2009,EQ-2009-000200-BTN,https://api.reliefweb.int/v1/disasters/5463
Philippines: Earthquake ,Sep,2009,EQ-2009-000199-PHL,https://api.reliefweb.int/v1/disasters/6278
